test_sentence,correct_sentence,predicted_sentence,probability,accuracy
"Šestoro anarhista koji su u noći između 24. i 25. avgusta prošle godina ispisivali grafiti i bacili dva „Molotovljeva koktela“ na grčku ambasada u sredu su, posle gotovo šest meseci, pušteni iz pritvora.","Šestoro anarhista koji su u noći između 24. i 25. avgusta prošle godine ispisivali grafite i bacili dva „Molotovljeva koktela“ na grčku ambasadu u sredu su, posle gotovo šest meseci, pušteni iz pritvora.",Šestoro anarhista koji su u noći između 24 i CT avgusta prošle godina ispisivali grafiti i bacila dva dostavljena koktela na grčke ambasada u sredu su posle gotovo šest meseci pušteni iza pritvora,0.32921469807624815,90.15
Patrijarh Irinej će time povodom od 9.00 u prizrenskom hram Svetog Đorđa služiti liturgiju.,Patrijarh Irinej će tim povodom od 9.00 u prizrenskom hramu Svetog Đorđa služiti liturgiju.,Patrijarh Irinej će time dovoda od 900 N prizrenskom srama Svetog Đorđa služiti liturgiju,0.4029347399870555,90.11
"Umesto da živi kako dolikue, Danka Stajković (76) iz Zaječara, snaja bivšem industrijalca i unuke Nikole Pašića, dovija se da bi preživela.","Umesto da živi kako dolikuje, Danka Stajković (76) iz Zaječara, snaja bivšeg industrijalca i unuke Nikole Pašića, dovija se da bi preživela.",Umesto da živi kako Polje Danka Stajković ŽZ iz Zaječara snaja bivšem industrijalca i unuke Nikole Pašića dobija se da bi preživela,0.34063271681467694,90.0
"Internet gigant ""Gugl"" (Google) je najavio da će tokom juna otvoriti kancelarija u Zagrebu, čime se proširuje poslovanje pa region Hrvatske, Slovenije i Srbije.","Internet gigant ""Gugl"" (Google) je najavio da će tokom juna otvoriti kancelariju u Zagrebu, čime se proširuje poslovanje na region Hrvatske, Slovenije i Srbije.",Internet gigant Gugl Google je najavila da će toga juna otvoriti kancelarija u Zagrebu čime se propisuje poslovanje pa region Hrvatske Slovenije i Srbije,0.3389705220858256,90.0
Gradjevinska direkcije Srbije odredila je tri preduzeće koja će graditi prvih šest zgrada na Voždovcu u okviru projekat izgradnje 5.000 stanova za socijalno ugrožene.,Gradjevinska direkcija Srbije odredila je tri preduzeća koja će graditi prvih šest zgrada na Voždovcu u okviru projekta izgradnje 5.000 stanova za socijalno ugrožene.,kraljevinska direkcije Srbije odredba je tri preduzeće koja će graditi prvih šefa zgrada na Voždovcu u okviru projekat izgradnje NM stanova za socijalna ugrožene,0.33614955842494965,89.76
"Oliver Dulić, ordoped po profesiji, danas je ministar životne sredine i prostornu planiranja koji valja kompjutere.","Oliver Dulić, ortoped po profesiji, danas je ministar životne sredine i prostornog planiranja koji valja kompjutere.",Oliver Dulić stopa po procesima danas je ministara životne sredine i prostorno planiranja koji valja kompjutere,0.3426355868577957,89.66
"Policjac, pljočkaš i slučajni prolaznik ranjeni u razmjeni vatre prlikom potjere poslije pljake banke u beogradskom naselje Braće Jerković, javlja B92.","Policajac, pljačkaš i slučajni prolaznik ranjeni u razmjeni vatre prilikom potjere poslije pljačke banke u beogradskom naselju Braće Jerković, javlja B92.",Polojac pljačkaš i slučajni prolaznik ranjeni u razmjeni vatre Velikoj potjere poslije jake banke u beogradskom naselja Braće Jerkova javlja B92,0.33288493007421494,89.61
U Beogradskom Kliničko-bolničkom centru juče je urađena prve operacija na srcu u privatnoj zdravstveno kući u istoriji naša zemlje.,U Beogradskom Kliničko-bolničkom centru juče je urađena prva operacija na srcu u privatnoj zdravstvenoj kući u istoriji naše zemlje.,U Beogradskom lozničkom centru juče je urađena prve operacija na srcu u privatnoj zdravstveno kući u istoriji naša zemlje,0.41062331199645996,89.39
"Tokom proteklom noći čulo se više sporadičnog detonacija u fabrika Sloboda u Čačku, izjavio je jutros načelnik Sektora za vanrednog situacije MUP-a Predrag Marić.","Tokom protekle noći čulo se više sporadičnih detonacija u fabrici Sloboda u Čačku, izjavio je jutros načelnik Sektora za vanredne situacije MUP-a Predrag Marić.",Tokom proteklom noći čulo se više graničnog detonacija U fabrika Sloboda u Čačku izjavio je jutros načelnik Sektora za vanrednoj situacije MUP Predrag Marić,0.3442435065905253,89.38
"Đukić Dejanovićeva je rekla da će parlament biti dostavljen predlozi izmena Zakona o ministarstvima pre utorka, 8. marta.","Đukić Dejanovićeva je rekla da će parlamentu biti dostavljen predlog izmena Zakona o ministarstvima pre utorka, 8. marta.",Đukić Čejnijeva je rekla da će parlament biti dostavljen predloži izmena Zakona o Ministarstvima pre utorka U marta,0.4189588502049446,89.26
"Novinarka televizija B92 Brankica Stanković debitnica ovogodišnje nagrada ""Ličnost godine"", koju dodeljuje Misija OEBS-a u Srbiji.","Novinarka televizije B92 Brankica Stanković dobitnica ovogodišnje nagrade ""Ličnost godine"", koju dodeljuje Misija OEBS-a u Srbiji.",Novinarka televizija Ban Brankica Stankovića dobitnica ovogodišnja nagrada ličnosti godine koja dodeljuje Misija OEBSa u Srbiji,0.3569465160369873,89.23
"Srpska diaspora je prošle godine u Srbiju doznačila 5,5 milijardi dolara, što je za 10 odsto više nego 2008. godine, rečen je na skupu „Novčane doznake srpske dijaspore“.","Srpska dijaspora je prošle godine u Srbiju doznačila 5,5 milijardi dolara, što je za 10 odsto više nego 2008. godine, rečeno je na skupu „Novčane doznake srpske dijaspore“.",Srpska dijaspora je prošle godine u Srbiju doznačila 55 milijardi dolara što je za 10 ista više nego NM godine reke je na skupa Novčane poznate srpske dijaspore,0.36599774956703185,88.37
Vlada Srbije donela je odlka da se obustavi uvoz vakcina za novog gripa.,Vlada Srbije donela je odluku da se obustavi uvoz vakcina protiv novog gripa.,Vlada Srbije donela je odluka da se obustavi uvod vakcina za novog gripa,0.3184971660375595,88.31
Jeremić je to rekao komentarisajući pitanje demarkacije granice između Crne Gore i Kosova koje traže prištinske vlasti.,Jeremić je to rekao komentarišući pitanje demarkacije granice između Crne Gore i Kosova koje traže prištinske vlasti.,Jeremić je to rekao demonstrirajući pitanje deklaracije granice izmena Crne Gore i Kosova koje traže prištinske vlasti,0.33218009273211163,88.14
"Cene automobil u Srbiji nisu snižene iako je od 1. januara yarina za uvoz putničke vozila iz Evropske unije (EU) snižena sa 7,5 i 8,8 odsto na 5 i 6,9 odsto.","Cene automobila u Srbiji nisu snižene iako je od 1. januara carina za uvoz putničkih vozila iz Evropske unije (EU) snižena sa 7,5 i 8,8 odsto na 5 i 6,9 odsto.",Cene automobil u Srbiji nisu snižene raka je od N januara Carina za uvod putničke vozila iza Evropske unije EU snižena sa 75 i 88 ista na 5 i 69 odsto,0.34555064141750336,88.05
"Ambasador Češke pri NATO Martin Povejšil izjavio je da će Srbija moći da bira izmedju niza instrument koje nudi program NATO ""Partnerstvo za mir"", čim NATO potvrdi Bezbednostan sporazum koji je sa Srbijom sklopio o zaštiti klasifikovane informacija.","Ambasador Češke pri NATO Martin Povejšil izjavio je da će Srbija moći da bira izmedju niza instrumenata koje nudi program NATO ""Partnerstvo za mir"", čim NATO potvrdi Bezbednosni sporazum koji je sa Srbijom sklopio o zaštiti klasifikovanih informacija.",Ambasador Češke pri NATO Martin Povišil izjavio je da će Srbija moći da bira iznela niza monstruozna koje nudi program NATO partnerima za mir čim NATO potvrdi bezbednosan sporazum koji je sa Srbijom sklopio o zaštiti ratifikovale informacija,0.33921316266059875,88.05
"Kod Šarića je reč o velikoj mafija transnacionalnog karaktera, koja je novac od trgovini kokainom pokušala da legalizuje kroz privrednih grane, kazao je Slobodan Homen crnogorskom listu ""Dan"".","Kod Šarića je reč o velikoj mafiji transnacionalnog karaktera, koja je novac od trgovine kokainom pokušala da legalizuje kroz privredne grane, kazao je Slobodan Homen crnogorskom listu ""Dan"".",Kod Šarića je reč o velikoj mafija nacionalnog karaktera koja je novac od trgovini kokaina pokušala da Legije kroz privredni grane kada je Slobodan Homen crnogorsko listu Dan,0.36145486931006116,87.96
"Četvorica lažna policajaca oduzeli su jdnom Nišliji mobilni telefon ajfon, 700 evara, 5.000 dinara, ručni sat „fosil“ i novčanik sa kartica banaka na autoput Beograd–Niš.","Četvorica lažnih policajaca oduzeli su jednom Nišliji mobilni telefon ajfon, 700 evra, 5.000 dinara, ručni sat „fosil“ i novčanik sa karticama banaka na autoputu Beograd–Niš.",Četvorica lažne policajaca oduzeli su junom Nišliji mobilni telefon aviona 700 cara 5000 dinara ručni sat fosil i novčanik sa kartica banaka na autoput Beogradi,0.35364705324172974,87.93
"Pretsednik južna Sudana Salva Kir je referendum na kajem pravo glasa ima oko četiri miliona ljudi nazvao ""istorijzkim trenutkom"".","Predsednik južnog Sudana Salva Kir je referendum na kojem pravo glasa ima oko četiri miliona ljudi nazvao ""istorijskim trenutkom"".",Pretsednik juna Sudana Salva Ki je nereda na kajem pravo gasa ima oko četiri miliona ljudi nazvao istorijskim trenutkom,0.32306935638189316,87.69
"Kazna vješanjem izvršljena je u zatvor u gradu Birdžam, saopćio je lokalni zvaničnik pokrajine Horasan na krajnjem jugu zemlje.","Kazna vješanjem izvršena je u zatvoru u gradu Birdžam, saopćio je lokalni zvaničnik pokrajine Horasan na krajnjem jugu zemlje.",Kazna vešanjem izvrtljena je u zatvor u gradu Birda saopštio je lokalni zvaničnik pokrajine boraca na krajnjem duga zemlje,0.3338613584637642,87.3
"U 6. kolu košarkaške Superliga Srbije, aktuelni šampion Partizan ubedljivo je savladao Borac 91:70, Radnički nakon produžetka slomio otpor Crvene zvezde 103:95, Hemofarm jedva slomio FMP u Vršcu 96:94.","U 6. kolu košarkaške Superlige Srbije, aktuelni šampion Partizan ubedljivo je savladao Borac 91:70, Radnički nakon produžetka slomio otpor Crvene zvezde 103:95, Hemofarm jedva slomio FMP u Vršcu 96:94.",U i kolu košarkaške Superlige Srbije aktuelni šampion Partizan uzbudljivog je zavlada Borac 9170 Radničkog nakon produžetka slomio Otpora Crvene zvezde 10395 šefa jedva samih FMP u Vršcu 9694,0.3729483298957348,87.06
"Radnici kompanija ""Knjaz Miloš"" u Aranđelovac stupili u genelalni štrajk.","Radnici kompanije ""Knjaz Miloš"" u Aranđelovcu stupili u generalni štrajk.",Radnici kompanija na Miloš U Aranđelovac stupili u generalni štrajk,0.3651074320077896,86.3
"Tokom prethodno tri godine evidentirano je 60 slučajeva međunarodnog otmice dece, koja su odvedena iz Srbije ili dovedena u Srbiju, izjavila je danas ministarka snežiti Malović.","Tokom prethodne tri godine evidentirano je 60 slučajeva međunarodne otmice dece, koja su odvedena iz Srbije ili dovedena u Srbiju, izjavila je danas ministarka Snežana Malović.",Tokom prethodno tri godine elementima je NM slučajeva međunarodnog otme dece koja sa odvedena iza Srbije ili dovedena u Srbiju izjavila je dana ministarka složili Malović,0.34455043503216337,85.8
"U poslednjih meču 9. kola NLB lige Igokea je u Laktašima neočekivano savladala Cibonu 76:62 (26:13, 16:17, 15:19, 19:13).","U poslednjem meču 9. kola NLB lige Igokea je u Laktašima neočekivano savladala Cibonu 76:62 (26:13, 16:17, 15:19, 19:13).",U poslednjih meču 9 kola Na lige Igokea je N Laktašima očekivanja savladala Cibonu 7662 2613 1617 1519 1913,0.3442435065905253,82.64
